Drug name,Drug Id,Cell line name,Cosmic sample Id,TCGA classification,Tissue,Tissue sub-type,IC50,AUC,Max conc,RMSE,Z score,Dataset version
IC-87114,236,HCC1395,749712,BRCA,breast,breast,5.83448344922843,0.976131998247558,20,0.071716954526971,0.754104258762765,GDSC1
IC-87114,236,HCC1599,749713,BRCA,breast,breast,3.97895550985512,0.941006105184002,20,0.095749783600328,-1.2899995053543,GDSC1
IC-87114,236,HCC1937,749714,BRCA,breast,breast,4.71647824165045,0.956081498951535,20,0.090877395247317,-0.477522926481608,GDSC1
IC-87114,236,HCC2157,749715,BRCA,breast,breast,4.52032516754579,0.959524968941555,20,0.133385274099608,-0.693610881080598,GDSC1
IC-87114,236,HCC2218,749716,BRCA,breast,breast,6.39109346321894,0.975951572283756,20,0.063238492783982,1.36728210459328,GDSC1
IC-87114,236,HCC38,749717,BRCA,breast,breast,4.00694349933053,0.934848984455872,20,0.117934898775433,-1.25916711882819,GDSC1
IC-87114,236,T47D,905945,BRCA,breast,breast,6.21095083979703,0.971524903021408,20,0.073888194849781,1.168831730012,GDSC1
IC-87114,236,MCF7,905946,BRCA,breast,breast,4.79814809358564,0.970856456454717,20,0.057736586486592,-0.387553032623805,GDSC1
IC-87114,236,Hs-578-T,905957,BRCA,breast,breast,3.47898805399641,0.904879928348085,20,0.091066294486726,-1.84077825504103,GDSC1
IC-87114,236,MDA-MB-231,905960,BRCA,breast,breast,4.79955584026993,0.965201919962931,20,0.146144507398559,-0.386002217766631,GDSC1
IC-87114,236,BT-20,906801,BRCA,breast,breast,5.35018491731771,0.972693181584444,20,0.062617814024027,0.220586853269307,GDSC1
IC-87114,236,COLO-824,906812,BRCA,breast,breast,4.39382109989191,0.953261242422877,20,0.024483394106263,-0.83297145624648,GDSC1
IC-87114,236,CAL-120,906826,BRCA,breast,breast,5.65898061631416,0.972251017900235,20,0.063597833568432,0.560765212898316,GDSC1
IC-87114,236,EFM-19,906851,BRCA,breast,breast,5.80391879469967,0.965018821049512,20,0.20735070993426,0.72043334276876,GDSC1
IC-87114,236,EVSA-T,906862,BRCA,breast,breast,4.2657868452218,0.967461233279363,20,0.0512208323332,-0.974017730114759,GDSC1
IC-87114,236,HCC1419,907045,BRCA,breast,breast,5.61934427080678,0.969637459933125,20,0.107577163463631,0.517100657205964,GDSC1
IC-87114,236,HCC1569,907046,BRCA,breast,breast,4.58036128747579,0.943760491567314,20,0.06463071523491,-0.627473338159347,GDSC1
IC-87114,236,HCC70,907048,BRCA,breast,breast,3.78451248118424,0.925135746840989,20,0.189112665195202,-1.50420362396581,GDSC1
IC-87114,236,MDA-MB-175-VII,908120,BRCA,breast,breast,4.50656246795247,0.953703902218908,20,0.089973279188529,-0.708772272858196,GDSC1
IC-87114,236,MDA-MB-361,908121,BRCA,breast,breast,4.2275431454853,0.952585513852313,20,0.081880852307303,-1.01614810655713,GDSC1
IC-87114,236,MDA-MB-453,908122,BRCA,breast,breast,5.32817517246261,0.981070576664996,20,0.072741762718909,0.196340275596777,GDSC1
IC-87114,236,MDA-MB-468,908123,BRCA,breast,breast,4.14772557235885,0.963233652099106,20,0.093317149127141,-1.10407747598801,GDSC1
IC-87114,236,MRK-nu-1,908151,BRCA,breast,breast,5.25092476077866,0.975576770121146,20,0.144244511663444,0.111238966178553,GDSC1
IC-87114,236,OCUB-M,909256,BRCA,breast,breast,4.31771074755632,0.974499452268188,20,0.042948467187594,-0.916816842993932,GDSC1
IC-87114,236,UACC-893,909778,BRCA,breast,breast,5.21854840726197,0.967214985473416,20,0.068222968371393,0.075572229673258,GDSC1
IC-87114,236,AU565,910704,BRCA,breast,breast,5.06024696718712,0.97242621284814,20,0.068699785267691,-0.098817259515162,GDSC1
IC-87114,236,CAL-85-1,910852,BRCA,breast,breast,5.28440043847771,0.959142012126739,20,0.115414317179066,0.148116750306193,GDSC1
IC-87114,236,UACC-812,910910,BRCA,breast,breast,4.99399024442766,0.970365742529151,20,0.05868921424257,-0.171807600170677,GDSC1
IC-87114,236,CAL-51,910927,BRCA,breast,breast,4.67343158891273,0.975430814843562,20,0.068297716448076,-0.524944376208491,GDSC1
IC-87114,236,MFM-223,910948,BRCA,breast,breast,4.37666055145457,0.945397163738575,20,0.137790539074863,-0.851876017536415,GDSC1
IC-87114,236,CAL-148,924106,BRCA,breast,breast,5.1680707891003,0.987099457282858,20,0.16938581324924,0.019964611432392,GDSC1
IC-87114,236,MDA-MB-415,924240,BRCA,breast,breast,3.44173507199832,0.874411029254153,20,0.14436605102551,-1.88181722789132,GDSC1
IC-87114,236,MDA-MB-157,925338,BRCA,breast,breast,4.62314399752921,0.964706493076036,20,0.082132079552384,-0.58034265540128,GDSC1
IC-87114,236,BT-474,946359,BRCA,breast,breast,5.45089930924741,0.97388769384491,20,0.07534796549468,0.33153676853374,GDSC1
IC-87114,236,CAMA-1,946382,BRCA,breast,breast,4.06952915565457,0.923537002487903,20,0.133377163626519,-1.19022093216236,GDSC1
IC-87114,236,BT-483,949093,BRCA,breast,breast,7.26126056645257,0.980309066610688,20,0.037444049133338,2.32588359659315,GDSC1
IC-87114,236,MDA-MB-436,1240172,BRCA,breast,breast,4.19107132412191,0.917144280641262,20,0.109827469476765,-1.05632653004037,GDSC1
IC-87114,236,EFM-192A,1290798,BRCA,breast,breast,3.57863099821085,0.898461840262535,20,0.215507611067741,-1.73100867786871,GDSC1
IC-87114,236,HCC1428,1290905,BRCA,breast,breast,4.31893538346844,0.953516948605019,20,0.099970079193996,-0.915467748310669,GDSC1
IC-87114,236,HCC202,1290906,BRCA,breast,breast,5.23288680434072,0.954025635540487,20,0.076236383909913,0.091367826612625,GDSC1
IC-87114,236,HDQ-P1,1290922,BRCA,breast,breast,4.23291169322085,0.933454896605561,20,0.068969677478772,-1.0102339575965,GDSC1
IC-87114,236,HCC1500,1303900,BRCA,breast,breast,5.65543101046145,0.985155270834286,20,0.064220815932114,0.556854863433507,GDSC1
IC-87114,236,YMB-1-E,1303911,BRCA,breast,breast,4.36944552174345,0.927947484483976,20,0.075760564011588,-0.859824304963285,GDSC1
IC-87114,236,MDA-MB-330,1330941,BRCA,breast,breast,5.37682070165192,0.972342727777561,20,0.101306500649939,0.249929611124059,GDSC1
Idelalisib,238,HCC1954,749709,BRCA,breast,breast,4.95450650644372,0.970921933163376,20,0.038895637675694,0.548091944601595,GDSC1
Idelalisib,238,HCC1143,749710,BRCA,breast,breast,4.64872328876178,0.939251336293311,20,0.058735445902007,0.293376985504284,GDSC1
Idelalisib,238,HCC1187,749711,BRCA,breast,breast,3.63542901880219,0.938136360277129,20,0.036687993624557,-0.550688985424044,GDSC1
Idelalisib,238,HCC1395,749712,BRCA,breast,breast,4.86641013100109,0.956947179806194,20,0.052491812937835,0.474708372940605,GDSC1
Idelalisib,238,HCC1599,749713,BRCA,breast,breast,3.45772281577573,0.910135394951143,20,0.027242119818925,-0.698716822197956,GDSC1
Idelalisib,238,HCC1937,749714,BRCA,breast,breast,3.99708219998443,0.932927781128475,20,0.077340480698306,-0.249434796425147,GDSC1
Idelalisib,238,HCC2157,749715,BRCA,breast,breast,5.57940159136099,0.984069606041797,20,0.032306270591984,1.06862452059265,GDSC1
Idelalisib,238,HCC2218,749716,BRCA,breast,breast,4.84014574010241,0.935979087529364,20,0.034731653095173,0.4528303467226,GDSC1
Idelalisib,238,HCC38,749717,BRCA,breast,breast,3.69726126601034,0.926120718393359,20,0.112458805449657,-0.499183221183899,GDSC1
Idelalisib,238,T47D,905945,BRCA,breast,breast,2.88058760736255,0.828615963873534,20,0.074498252951613,-1.17946580547763,GDSC1
Idelalisib,238,MCF7,905946,BRCA,breast,breast,5.50149628328151,0.98637126489319,20,0.050594876881924,1.00373002601784,GDSC1
Idelalisib,238,Hs-578-T,905957,BRCA,breast,breast,4.47057465711143,0.956331630095212,20,0.089011120548789,0.144980609247763,GDSC1
Idelalisib,238,MDA-MB-231,905960,BRCA,breast,breast,5.30314934385669,0.979673537600259,20,0.055539896277473,0.838508621960212,GDSC1
Idelalisib,238,BT-20,906801,BRCA,breast,breast,5.6423781838983,0.980605256714628,20,0.032446340458994,1.12108351528122,GDSC1
Idelalisib,238,COLO-824,906812,BRCA,breast,breast,4.50835112803248,0.957485829243661,20,0.09617129302385,0.176448105464327,GDSC1
Idelalisib,238,CAL-120,906826,BRCA,breast,breast,4.42428028242494,0.940778457639005,20,0.06689406490381,0.10641776775471,GDSC1
Idelalisib,238,DU-4475,906844,BRCA,breast,breast,4.79776692252383,0.985496469934878,20,0.030437032433503,0.417529132784333,GDSC1
Idelalisib,238,EFM-19,906851,BRCA,breast,breast,3.81849051962333,0.884811950750646,20,0.098508009820876,-0.398200228691649,GDSC1
Idelalisib,238,EVSA-T,906862,BRCA,breast,breast,2.83822887785452,0.876962793742981,20,0.028754332002821,-1.21475028621481,GDSC1
Idelalisib,238,HCC1419,907045,BRCA,breast,breast,5.25620188317623,0.964818559410184,20,0.060641485021773,0.799401765090833,GDSC1
Idelalisib,238,HCC1569,907046,BRCA,breast,breast,3.31513559605813,0.87141811138544,20,0.068625207340547,-0.81749082854628,GDSC1
Idelalisib,238,HCC70,907048,BRCA,breast,breast,2.30583249717196,0.817396088613617,20,0.217594750697256,-1.65823218609516,GDSC1
Idelalisib,238,MDA-MB-175-VII,908120,BRCA,breast,breast,5.22106030712241,0.976895035720605,20,0.035875798799174,0.770129115090547,GDSC1
Idelalisib,238,MDA-MB-361,908121,BRCA,breast,breast,5.00055528032803,0.976308839668323,20,0.022619850724671,0.586450202603267,GDSC1
Idelalisib,238,MDA-MB-453,908122,BRCA,breast,breast,4.32290582045174,0.958772153167358,20,0.061506704195844,0.021973656888316,GDSC1
Idelalisib,238,MDA-MB-468,908123,BRCA,breast,breast,2.85819460726461,0.891796717403385,20,0.067302408276557,-1.19811899431923,GDSC1
Idelalisib,238,MRK-nu-1,908151,BRCA,breast,breast,5.76858077617675,0.984335980241385,20,0.036168806533338,1.22620925885166,GDSC1
Idelalisib,238,OCUB-M,909256,BRCA,breast,breast,3.76542573656751,0.95304864572387,20,0.051097717512393,-0.442402765861725,GDSC1
Idelalisib,238,UACC-893,909778,BRCA,breast,breast,6.20427766571737,0.986320380280262,20,0.026027982246801,1.58914126093949,GDSC1
Idelalisib,238,AU565,910704,BRCA,breast,breast,4.88926468715781,0.971465889504223,20,0.026073208993265,0.493746034264131,GDSC1
Idelalisib,238,CAL-85-1,910852,BRCA,breast,breast,4.22071674857618,0.926525821865211,20,0.143050997127264,-0.063149017469989,GDSC1
Idelalisib,238,UACC-812,910910,BRCA,breast,breast,4.20849790158663,0.943605908739051,20,0.061978786946211,-0.073327218663485,GDSC1
Idelalisib,238,CAL-51,910927,BRCA,breast,breast,4.50984932582306,0.974119782098964,20,0.048369549268502,0.177696092164976,GDSC1
Idelalisib,238,MFM-223,910948,BRCA,breast,breast,5.42509832287345,0.976178986694155,20,0.046401505724011,0.940091139920773,GDSC1
Idelalisib,238,CAL-148,924106,BRCA,breast,breast,5.10093456827657,0.986120887621213,20,0.042515906677716,0.67006534151721,GDSC1
Idelalisib,238,MDA-MB-415,924240,BRCA,breast,breast,3.20945861616556,0.87094041875032,20,0.119891339932679,-0.905518902208789,GDSC1
Idelalisib,238,MDA-MB-157,925338,BRCA,breast,breast,5.50046749056076,0.985696597583591,20,0.06679514410155,1.00287304996215,GDSC1
Idelalisib,238,BT-474,946359,BRCA,breast,breast,4.24176617766304,0.935032756622124,20,0.026795022698821,-0.045615012466298,GDSC1
Idelalisib,238,CAMA-1,946382,BRCA,breast,breast,5.10312610944363,0.967385216627106,20,0.023855777668637,0.671890877669783,GDSC1
Idelalisib,238,BT-483,949093,BRCA,breast,breast,5.01088349998637,0.928525938949942,20,0.014881892331086,0.595053526447406,GDSC1
Idelalisib,238,MDA-MB-436,1240172,BRCA,breast,breast,4.24470752981736,0.927941975841086,20,0.118725026392409,-0.043164889796527,GDSC1
Idelalisib,238,EFM-192A,1290798,BRCA,breast,breast,6.12773432945574,0.985155308741627,20,0.023002818791047,1.52538127792652,GDSC1
Idelalisib,238,HCC1428,1290905,BRCA,breast,breast,5.26545780263811,0.981934567749565,20,0.046880111202971,0.80711187150221,GDSC1
Idelalisib,238,HCC202,1290906,BRCA,breast,breast,2.89488906835864,0.820264287051522,20,0.10786828499095,-1.16755280357954,GDSC1
Idelalisib,238,HDQ-P1,1290922,BRCA,breast,breast,4.88723854060059,0.962995818403479,20,0.049340689568397,0.492058270490303,GDSC1
Idelalisib,238,JIMT-1,1298157,BRCA,breast,breast,5.0808425951334,0.976975915984286,20,0.029767604975777,0.653328889608104,GDSC1
Idelalisib,238,HCC1500,1303900,BRCA,breast,breast,5.24110369900319,0.988235002681061,20,0.02705221806809,0.786825099199114,GDSC1
Idelalisib,238,YMB-1-E,1303911,BRCA,breast,breast,3.26026772587499,0.859062783495846,20,0.047771975288843,-0.863195322780471,GDSC1
Idelalisib,238,MDA-MB-330,1330941,BRCA,breast,breast,4.39434817363317,0.941829926601597,20,0.086341357826886,0.081484562053003,GDSC1
UNC0638,245,HCC1954,749709,BRCA,breast,breast,3.96021585842618,0.88358668933597,40,0.12421401845278,0.493673058745044,GDSC1
UNC0638,245,HCC1143,749710,BRCA,breast,breast,3.48863661763765,0.810230322397293,40,0.207453868702449,0.170888048204285,GDSC1
UNC0638,245,HCC1187,749711,BRCA,breast,breast,3.81854986925357,0.902138113894168,40,0.098699898091581,0.396705987565476,GDSC1
UNC0638,245,HCC1395,749712,BRCA,breast,breast,2.08176579675446,0.66232817052792,40,0.187333276562672,-0.79208227251835,GDSC1
UNC0638,245,HCC1599,749713,BRCA,breast,breast,2.26576548310789,0.705939028186868,40,0.175017946696952,-0.666138771273937,GDSC1
UNC0638,245,HCC1937,749714,BRCA,breast,breast,2.70133590870678,0.749922767792334,40,0.145885288214317,-0.368000956337281,GDSC1
UNC0638,245,HCC2157,749715,BRCA,breast,breast,3.34534081545953,0.835420701291898,40,0.059444847135381,0.072805407969384,GDSC1
UNC0638,245,HCC2218,749716,BRCA,breast,breast,2.2870626931285,0.676739888491824,40,0.24399672396948,-0.651561326877747,GDSC1
UNC0638,245,HCC38,749717,BRCA,breast,breast,2.85911849703889,0.777480582405722,40,0.137585447605476,-0.260002448275797,GDSC1
UNC0638,245,T47D,905945,BRCA,breast,breast,2.47010478714639,0.696536444112554,40,0.209333071294491,-0.526273275291394,GDSC1
UNC0638,245,MCF7,905946,BRCA,breast,breast,5.91746969355924,0.980268449024075,40,0.022834385050478,1.83336773815455,GDSC1
UNC0638,245,Hs-578-T,905957,BRCA,breast,breast,6.36246111553152,0.984535717501653,40,0.02541375569687,2.13795400575975,GDSC1
UNC0638,245,MDA-MB-231,905960,BRCA,breast,breast,3.61374704054006,0.857170664451335,40,0.080078548856861,0.256523219735133,GDSC1
UNC0638,245,BT-20,906801,BRCA,breast,breast,5.94428038473366,0.970476379767467,40,0.033275594299314,1.85171903203015,GDSC1
UNC0638,245,COLO-824,906812,BRCA,breast,breast,2.12329863880629,0.681525486010289,40,0.15018401139458,-0.763654009142987,GDSC1
UNC0638,245,CAL-120,906826,BRCA,breast,breast,3.51117470000256,0.825125926504523,40,0.1296805495029,0.186314840828922,GDSC1
UNC0638,245,DU-4475,906844,BRCA,breast,breast,2.4134678512715,0.743887373769549,40,0.166483608322487,-0.565039939220035,GDSC1
UNC0638,245,EFM-19,906851,BRCA,breast,breast,3.26186915563631,0.78407896272444,40,0.157853134340176,0.015671000290958,GDSC1
UNC0638,245,EVSA-T,906862,BRCA,breast,breast,1.88511497914396,0.658339045907537,40,0.173477098402438,-0.926685178551946,GDSC1
UNC0638,245,HCC1419,907045,BRCA,breast,breast,3.61312118222883,0.831330805084835,40,0.1436996476688,0.256094834292956,GDSC1
UNC0638,245,HCC1569,907046,BRCA,breast,breast,2.31712338149404,0.694679591170543,40,0.156842175647108,-0.630985485594517,GDSC1
UNC0638,245,HCC70,907048,BRCA,breast,breast,1.90733919433741,0.650963728637954,40,0.151943599732842,-0.911473220698411,GDSC1
UNC0638,245,MDA-MB-175-VII,908120,BRCA,breast,breast,5.5713494803796,0.965716052012085,40,0.036258785739839,1.59645651094966,GDSC1
UNC0638,245,MDA-MB-361,908121,BRCA,breast,breast,4.6578412765896,0.940659094647361,40,0.033243797038342,0.971181414665994,GDSC1
UNC0638,245,MDA-MB-453,908122,BRCA,breast,breast,2.38571798240532,0.720872662783859,40,0.174420974781542,-0.584034078358767,GDSC1
UNC0638,245,MDA-MB-468,908123,BRCA,breast,breast,2.32059775996307,0.72509211050233,40,0.143552792417569,-0.628607354426417,GDSC1
UNC0638,245,MRK-nu-1,908151,BRCA,breast,breast,3.68086128777975,0.861998591764117,40,0.132288406437154,0.302461359349755,GDSC1
UNC0638,245,OCUB-M,909256,BRCA,breast,breast,2.60597095115721,0.771844339719981,40,0.186712311445414,-0.433276049397751,GDSC1
UNC0638,245,UACC-893,909778,BRCA,breast,breast,3.30883038594064,0.813453500343974,40,0.061563654289738,0.047814869035996,GDSC1
UNC0638,245,AU565,910704,BRCA,breast,breast,3.24164325772248,0.820803051685421,40,0.109695713641203,0.001826844088506,GDSC1
UNC0638,245,CAL-85-1,910852,BRCA,breast,breast,3.59173195990393,0.825766709382969,40,0.075947696383688,0.241454409616806,GDSC1
UNC0638,245,UACC-812,910910,BRCA,breast,breast,3.79303595176846,0.872898807451695,40,0.100939055844146,0.379242305087438,GDSC1
UNC0638,245,CAL-51,910927,BRCA,breast,breast,5.64187109261381,0.981457256303988,40,0.022520825562017,1.64472691256936,GDSC1
UNC0638,245,MFM-223,910948,BRCA,breast,breast,3.67534170409436,0.856040962831451,40,0.184572648880222,0.298683332829568,GDSC1
UNC0638,245,CAL-148,924106,BRCA,breast,breast,2.79795513226985,0.790902697562045,40,0.125906353884703,-0.301867347393643,GDSC1
UNC0638,245,MDA-MB-415,924240,BRCA,breast,breast,5.02185191440625,0.92739301890904,40,0.105993188645036,1.22033822099218,GDSC1
UNC0638,245,MDA-MB-157,925338,BRCA,breast,breast,4.2132309123822,0.912117433562609,40,0.073669298775684,0.666855972228692,GDSC1
UNC0638,245,BT-474,946359,BRCA,breast,breast,1.9631130735393,0.651405948098667,40,0.148368327531354,-0.87329729896789,GDSC1
UNC0638,245,CAMA-1,946382,BRCA,breast,breast,4.50710089548161,0.909166640688725,40,0.139975580463608,0.868003133485721,GDSC1
UNC0638,245,BT-483,949093,BRCA,breast,breast,3.5174128382373,0.791796897690119,40,0.21301017097134,0.190584701208035,GDSC1
UNC0638,245,MDA-MB-436,1240172,BRCA,breast,breast,3.86110474255303,0.84932878163492,40,0.147953072547629,0.425833807533887,GDSC1
UNC0638,245,EFM-192A,1290798,BRCA,breast,breast,3.50731484316978,0.836392383487159,40,0.098119021909325,0.183672858695924,GDSC1
UNC0638,245,HCC1428,1290905,BRCA,breast,breast,2.99468361611463,0.798439229191217,40,0.133506334716851,-0.16721128063098,GDSC1
UNC0638,245,HCC202,1290906,BRCA,breast,breast,1.7503311293904,0.612252465766799,40,0.181113885454977,-1.01894158553602,GDSC1
UNC0638,245,HDQ-P1,1290922,BRCA,breast,breast,3.72828102016163,0.854080402092779,40,0.202263099136539,0.334919062091565,GDSC1
UNC0638,245,JIMT-1,1298157,BRCA,breast,breast,4.41751258695782,0.92121155086207,40,0.060508100413325,0.806682022185685,GDSC1
UNC0638,245,HCC1500,1303900,BRCA,breast,breast,2.26154412902984,0.702320000255858,40,0.185594318053852,-0.669028189854583,GDSC1
UNC0638,245,YMB-1-E,1303911,BRCA,breast,breast,2.96537095868398,0.765727897076608,40,0.165396744197894,-0.187275112155692,GDSC1
UNC0638,245,MDA-MB-330,1330941,BRCA,breast,breast,3.52034469599911,0.836580113501062,40,0.09744789669707,0.192591489583553,GDSC1
Cabozantinib,249,HCC1954,749709,BRCA,breast,breast,4.36327911150496,0.982987359167755,5.12,0.036026874586604,1.2628870146131,GDSC1
Cabozantinib,249,HCC1143,749710,BRCA,breast,breast,1.39466824389507,0.806671422690584,5.12,0.085828192619844,-0.973125116094301,GDSC1
Cabozantinib,249,HCC1187,749711,BRCA,breast,breast,2.73362889392809,0.960605708210485,5.12,0.019093060152023,0.035404593434177,GDSC1
Cabozantinib,249,HCC1395,749712,BRCA,breast,breast,3.62675785395756,0.95601528489269,5.12,0.035385195603082,0.708125700367223,GDSC1
Cabozantinib,249,HCC1599,749713,BRCA,breast,breast,2.39101188161246,0.928942983160025,5.12,0.08411130292549,-0.222660821633604,GDSC1
Cabozantinib,249,HCC1937,749714,BRCA,breast,breast,3.92682682876741,0.971914959380631,5.12,0.037660042449238,0.934143153528388,GDSC1
Cabozantinib,249,HCC2157,749715,BRCA,breast,breast,4.12121103720499,0.98263311973066,5.12,0.043388365591585,1.08055690307931,GDSC1
Cabozantinib,249,HCC2218,749716,BRCA,breast,breast,3.86200228105733,0.94939731368351,5.12,0.056094173314466,0.885316115728025,GDSC1
Cabozantinib,249,HCC38,749717,BRCA,breast,breast,2.75007932447489,0.940026091390246,5.12,0.042462493361434,0.047795359317087,GDSC1
Cabozantinib,249,T47D,905945,BRCA,breast,breast,3.12098179881942,0.918379550125748,5.12,0.02255469390609,0.327165902958421,GDSC1
Cabozantinib,249,MCF7,905946,BRCA,breast,breast,4.2055470738104,0.985683749606257,5.12,0.029558298135444,1.14408035203081,GDSC1
Cabozantinib,249,Hs-578-T,905957,BRCA,breast,breast,4.37997912526095,0.985515460397549,5.12,0.031242575497264,1.27546577114492,GDSC1
Cabozantinib,249,MDA-MB-231,905960,BRCA,breast,breast,3.76540303438164,0.973618505761342,5.12,0.042474780557057,0.812555792123223,GDSC1
Cabozantinib,249,BT-20,906801,BRCA,breast,breast,4.01964204388349,0.973376147752599,5.12,0.028118118589097,1.00405327518771,GDSC1
Cabozantinib,249,COLO-824,906812,BRCA,breast,breast,2.28100955560187,0.91555550894005,5.12,0.0480571889344,-0.305516590319693,GDSC1
Cabozantinib,249,CAL-120,906826,BRCA,breast,breast,2.48184674732189,0.903903183531859,5.12,0.066663153269574,-0.15424233545424,GDSC1
Cabozantinib,249,DU-4475,906844,BRCA,breast,breast,2.75190030047341,0.968037929765409,5.12,0.037341939450802,0.049166951824155,GDSC1
Cabozantinib,249,EFM-19,906851,BRCA,breast,breast,2.74161136239513,0.901763998201648,5.12,0.04398202224985,0.041417135030669,GDSC1
Cabozantinib,249,EVSA-T,906862,BRCA,breast,breast,2.69230531903086,0.959586728116253,5.12,0.032975295181935,0.004278919213092,GDSC1
Cabozantinib,249,HCC1419,907045,BRCA,breast,breast,4.94338552534099,0.981444522740654,5.12,0.029868101157418,1.69983380093369,GDSC1
Cabozantinib,249,HCC1569,907046,BRCA,breast,breast,4.07774473386462,0.969770467287372,5.12,0.022614771945844,1.04781728651101,GDSC1
Cabozantinib,249,HCC70,907048,BRCA,breast,breast,3.62330023973284,0.972291265752568,5.12,0.021877280212184,0.705521361942763,GDSC1
Cabozantinib,249,MDA-MB-175-VII,908120,BRCA,breast,breast,3.95933618859417,0.976288085824344,5.12,0.061578056967254,0.958629799362402,GDSC1
Cabozantinib,249,MDA-MB-361,908121,BRCA,breast,breast,3.21919432770761,0.965310123364381,5.12,0.030719588012998,0.401141380302898,GDSC1
Cabozantinib,249,MDA-MB-453,908122,BRCA,breast,breast,3.5141202535523,0.971555843818794,5.12,0.025473048760739,0.623284994693081,GDSC1
Cabozantinib,249,MDA-MB-468,908123,BRCA,breast,breast,3.21658908004855,0.976619569702896,5.12,0.032499813430196,0.399179060002615,GDSC1
Cabozantinib,249,MRK-nu-1,908151,BRCA,breast,breast,3.43665148699947,0.964354606309736,5.12,0.036611974384488,0.564934099446742,GDSC1
Cabozantinib,249,OCUB-M,909256,BRCA,breast,breast,2.23981275437501,0.94429614631695,5.12,0.028432256599768,-0.33654677628805,GDSC1
Cabozantinib,249,UACC-893,909778,BRCA,breast,breast,3.92772321896205,0.968955390516229,5.12,0.014188938349843,0.934818331057023,GDSC1
Cabozantinib,249,AU565,910704,BRCA,breast,breast,3.2330870509039,0.959265513836607,5.12,0.02705924089101,0.41160563411751,GDSC1
Cabozantinib,249,CAL-85-1,910852,BRCA,breast,breast,3.1073088199134,0.930167424380975,5.12,0.067490872398959,0.316867164571951,GDSC1
Cabozantinib,249,UACC-812,910910,BRCA,breast,breast,2.97353031744962,0.949048505078308,5.12,0.034941097953254,0.216102743879204,GDSC1
Cabozantinib,249,CAL-51,910927,BRCA,breast,breast,3.96062256830763,0.987442811602753,5.12,0.028672385975001,0.959598724146511,GDSC1
Cabozantinib,249,MFM-223,910948,BRCA,breast,breast,1.13730813206066,0.808687620049703,5.12,0.045245244063489,-1.16697347065661,GDSC1
Cabozantinib,249,CAL-148,924106,BRCA,breast,breast,3.75499545209718,0.986369835936299,5.12,0.02131768183352,0.804716610338471,GDSC1
Cabozantinib,249,MDA-MB-415,924240,BRCA,breast,breast,4.84438506934796,0.980300953692992,5.12,0.027010301581422,1.62526484244833,GDSC1
Cabozantinib,249,MDA-MB-157,925338,BRCA,breast,breast,4.14741489251277,0.984148028133154,5.12,0.039479936090883,1.10029412730725,GDSC1
Cabozantinib,249,BT-474,946359,BRCA,breast,breast,3.04631851588974,0.942425517704239,5.12,0.069914035211056,0.270928149411554,GDSC1
Cabozantinib,249,CAMA-1,946382,BRCA,breast,breast,3.3316163228675,0.950824367484612,5.12,0.027262977466702,0.485819688153412,GDSC1
Cabozantinib,249,BT-483,949093,BRCA,breast,breast,5.58971890461846,0.976352684874913,5.12,0.028109044651723,2.18666395180123,GDSC1
Cabozantinib,249,MDA-MB-436,1240172,BRCA,breast,breast,4.29701294618036,0.968606104435396,5.12,0.02785237355076,1.21297412399548,GDSC1
Cabozantinib,249,EFM-192A,1290798,BRCA,breast,breast,2.67802521329596,0.92605920163905,5.12,0.022628521429138,-0.006477118231697,GDSC1
Cabozantinib,249,HCC1428,1290905,BRCA,breast,breast,4.3486762761003,0.986575268166538,5.12,0.02262035331264,1.25188789126426,GDSC1
Cabozantinib,249,HCC202,1290906,BRCA,breast,breast,4.71359308792968,0.9736986536096,5.12,0.028927858370165,1.52674992416065,GDSC1
Cabozantinib,249,HDQ-P1,1290922,BRCA,breast,breast,4.06234277949806,0.972609523283334,5.12,0.024253575042374,1.03621625210936,GDSC1
Cabozantinib,249,JIMT-1,1298157,BRCA,breast,breast,3.41914343805425,0.966680880285659,5.12,0.035143756173799,0.551746715996226,GDSC1
Cabozantinib,249,HCC1500,1303900,BRCA,breast,breast,4.37913001036519,0.986274999413561,5.12,0.02766444766355,1.27482620223813,GDSC1
Cabozantinib,249,YMB-1-E,1303911,BRCA,breast,breast,4.19787077814238,0.967759619190174,5.12,0.023560986233266,1.13829842539979,GDSC1
Cabozantinib,249,MDA-MB-330,1330941,BRCA,breast,breast,4.09388521940689,0.974012799116371,5.12,0.024737911081328,1.05997459613409,GDSC1
WZ3105,252,HCC1954,749709,BRCA,breast,breast,-1.07635499631189,0.711580781598682,10.24,0.080215895784567,-0.713845786313097,GDSC1
WZ3105,252,HCC1143,749710,BRCA,breast,breast,-1.29576053777322,0.662525416627017,10.24,0.140101648864742,-0.834710455447405,GDSC1
WZ3105,252,HCC1187,749711,BRCA,breast,breast,-2.45728539224796,0.511345961308872,10.24,0.144528819985854,-1.47456356167404,GDSC1
WZ3105,252,HCC1395,749712,BRCA,breast,breast,2.81029313875875,0.880911529777296,10.24,0.116011836006764,1.42720515414181,GDSC1
WZ3105,252,HCC1599,749713,BRCA,breast,breast,-2.2472155651253,0.23304891208966,10.24,0.123821878355527,-1.35884168892108,GDSC1
WZ3105,252,HCC1937,749714,BRCA,breast,breast,-1.29706055301585,0.677830270007947,10.24,0.081152801520961,-0.835426599219906,GDSC1
