cell_line_name,genetic_feature,is_mutated
NOMO-1,ASXL1_mut,1
NOMO-1,BCOR_mut,0
NOMO-1,CDKN2A_mut,0
NOMO-1,CREBBP_mut,0
NOMO-1,DNMT3A_mut,0
NOMO-1,EP300_mut,0
NOMO-1,EZH2_mut,0
NOMO-1,FBXW7_mut,0
NOMO-1,FLT3_mut,0
NOMO-1,KRAS_mut,1
NOMO-1,MAP3K1_mut,0
NOMO-1,NF1_mut,0
NOMO-1,NOTCH1_mut,0
NOMO-1,NPM1_mut,0
NOMO-1,NRAS_mut,0
NOMO-1,PML.RARA_mut,0
NOMO-1,PTEN_mut,0
NOMO-1,PTPN11_mut,0
NOMO-1,RUNX1.RUNX1T1_mut,0
NOMO-1,SACS_mut,0
NOMO-1,STAG2_mut,0
NOMO-1,TET2_mut,0
NOMO-1,TP53_mut,1
NOMO-1,U2AF1_mut,0
OCI-AML3,ARID1A_mut,0
OCI-AML3,ASXL1_mut,0
OCI-AML3,BCOR_mut,0
OCI-AML3,CDKN2A_mut,0
OCI-AML3,CREBBP_mut,0
OCI-AML3,DNMT3A_mut,0
OCI-AML3,EP300_mut,0
OCI-AML3,EZH2_mut,0
OCI-AML3,FBXW7_mut,0
OCI-AML3,FLT3_mut,0
OCI-AML3,KRAS_mut,0
OCI-AML3,MAP3K1_mut,0
OCI-AML3,NF1_mut,0
OCI-AML3,NOTCH1_mut,0
OCI-AML3,NPM1_mut,1
OCI-AML3,NRAS_mut,1
OCI-AML3,PML.RARA_mut,0
OCI-AML3,PTEN_mut,0
OCI-AML3,PTPN11_mut,0
OCI-AML3,RUNX1.RUNX1T1_mut,0
OCI-AML3,SACS_mut,0
OCI-AML3,STAG2_mut,0
OCI-AML3,TET2_mut,0
OCI-AML3,TP53_mut,0
OCI-AML3,U2AF1_mut,0
OCI-AML5,ARID1A_mut,0
OCI-AML5,ASXL1_mut,1
OCI-AML5,BCOR_mut,0
OCI-AML5,CDKN2A_mut,0
OCI-AML5,CREBBP_mut,0
OCI-AML5,DNMT3A_mut,0
OCI-AML5,EP300_mut,0
OCI-AML5,EZH2_mut,0
OCI-AML5,FBXW7_mut,0
OCI-AML5,FLT3_mut,0
OCI-AML5,KRAS_mut,0
OCI-AML5,MAP3K1_mut,0
OCI-AML5,NF1_mut,1
OCI-AML5,NOTCH1_mut,0
OCI-AML5,NPM1_mut,0
OCI-AML5,NRAS_mut,0
OCI-AML5,PML.RARA_mut,0
OCI-AML5,PTEN_mut,0
OCI-AML5,PTPN11_mut,0
OCI-AML5,RUNX1.RUNX1T1_mut,0
OCI-AML5,SACS_mut,0
OCI-AML5,STAG2_mut,0
OCI-AML5,TET2_mut,1
OCI-AML5,TP53_mut,0
OCI-AML5,U2AF1_mut,0
OCI-M1,ARID1A_mut,0
OCI-M1,ASXL1_mut,0
OCI-M1,BCOR_mut,0
OCI-M1,CDKN2A_mut,0
OCI-M1,CREBBP_mut,1
OCI-M1,DNMT3A_mut,0
OCI-M1,EP300_mut,0
OCI-M1,EZH2_mut,0
OCI-M1,FBXW7_mut,0
OCI-M1,FLT3_mut,0
OCI-M1,KRAS_mut,0
OCI-M1,MAP3K1_mut,0
OCI-M1,NF1_mut,0
OCI-M1,NOTCH1_mut,0
OCI-M1,NPM1_mut,0
OCI-M1,NRAS_mut,0
OCI-M1,PML.RARA_mut,0
OCI-M1,PTEN_mut,0
OCI-M1,PTPN11_mut,0
OCI-M1,RUNX1.RUNX1T1_mut,0
OCI-M1,SACS_mut,1
OCI-M1,STAG2_mut,0
OCI-M1,TET2_mut,0
OCI-M1,TP53_mut,1
OCI-M1,U2AF1_mut,0
P31-FUJ,ARID1A_mut,1
P31-FUJ,ASXL1_mut,0
P31-FUJ,BCOR_mut,0
P31-FUJ,CDKN2A_mut,0
P31-FUJ,CREBBP_mut,1
P31-FUJ,DNMT3A_mut,0
P31-FUJ,EP300_mut,1
P31-FUJ,EZH2_mut,1
P31-FUJ,FBXW7_mut,0
P31-FUJ,FLT3_mut,0
P31-FUJ,KRAS_mut,0
P31-FUJ,MAP3K1_mut,0
P31-FUJ,NF1_mut,0
P31-FUJ,NOTCH1_mut,0
P31-FUJ,NPM1_mut,0
P31-FUJ,NRAS_mut,1
P31-FUJ,PML.RARA_mut,0
P31-FUJ,PTEN_mut,1
P31-FUJ,PTPN11_mut,0
P31-FUJ,RUNX1.RUNX1T1_mut,0
P31-FUJ,SACS_mut,1
P31-FUJ,STAG2_mut,0
P31-FUJ,TET2_mut,0
P31-FUJ,TP53_mut,1
P31-FUJ,U2AF1_mut,0
PL-21,ARID1A_mut,0
PL-21,ASXL1_mut,1
PL-21,BCOR_mut,0
PL-21,CDKN2A_mut,0
PL-21,CREBBP_mut,0
PL-21,DNMT3A_mut,0
PL-21,EP300_mut,0
PL-21,EZH2_mut,1
PL-21,FBXW7_mut,0
PL-21,FLT3_mut,0
PL-21,KRAS_mut,1
PL-21,MAP3K1_mut,0
PL-21,NF1_mut,0
PL-21,NOTCH1_mut,0
PL-21,NPM1_mut,0
PL-21,NRAS_mut,0
PL-21,PML.RARA_mut,0
PL-21,PTEN_mut,0
PL-21,PTPN11_mut,0
PL-21,RUNX1.RUNX1T1_mut,0
PL-21,SACS_mut,0
PL-21,STAG2_mut,0
PL-21,TET2_mut,0
PL-21,TP53_mut,1
PL-21,U2AF1_mut,0
SIG-M5,ARID1A_mut,0
SIG-M5,ASXL1_mut,0
SIG-M5,BCOR_mut,0
SIG-M5,CDKN2A_mut,0
SIG-M5,CREBBP_mut,0
SIG-M5,DNMT3A_mut,0
SIG-M5,EP300_mut,0
SIG-M5,EZH2_mut,0
SIG-M5,FBXW7_mut,0
SIG-M5,FLT3_mut,0
SIG-M5,KRAS_mut,0
SIG-M5,MAP3K1_mut,0
SIG-M5,NF1_mut,0
SIG-M5,NOTCH1_mut,0
SIG-M5,NPM1_mut,0
SIG-M5,NRAS_mut,0
SIG-M5,PML.RARA_mut,0
SIG-M5,PTEN_mut,0
SIG-M5,PTPN11_mut,0
SIG-M5,RUNX1.RUNX1T1_mut,0
SIG-M5,SACS_mut,0
SIG-M5,STAG2_mut,0
SIG-M5,TET2_mut,1
SIG-M5,TP53_mut,0
SIG-M5,U2AF1_mut,0
THP-1,ARID1A_mut,0
THP-1,ASXL1_mut,0
THP-1,BCOR_mut,0
THP-1,CDKN2A_mut,0
THP-1,CREBBP_mut,0
THP-1,DNMT3A_mut,0
THP-1,EP300_mut,0
THP-1,EZH2_mut,0
THP-1,FBXW7_mut,0
THP-1,FLT3_mut,0
THP-1,KRAS_mut,0
THP-1,MAP3K1_mut,0
THP-1,NF1_mut,0
THP-1,NOTCH1_mut,0
THP-1,NPM1_mut,0
THP-1,NRAS_mut,1
THP-1,PML.RARA_mut,0
THP-1,PTEN_mut,0
THP-1,PTPN11_mut,0
THP-1,RUNX1.RUNX1T1_mut,0
THP-1,SACS_mut,0
THP-1,STAG2_mut,0
THP-1,TET2_mut,0
THP-1,TP53_mut,1
THP-1,U2AF1_mut,0
CESS,cnaLAML1,0
CESS,cnaLAML2,0
CESS,cnaLAML3,0
CESS,cnaLAML4,0
CESS,cnaLAML5,0
CESS,cnaLAML6,0
CESS,cnaLAML7,0
CESS,cnaLAML8,0
CMK,cnaLAML1,0
CMK,cnaLAML2,0
CMK,cnaLAML3,0
CMK,cnaLAML4,0
CMK,cnaLAML5,0
CMK,cnaLAML6,0
CMK,cnaLAML7,0
CMK,cnaLAML8,0
CTV-1,cnaLAML1,0
CTV-1,cnaLAML2,0
CTV-1,cnaLAML3,0
CTV-1,cnaLAML4,0
CTV-1,cnaLAML5,0
CTV-1,cnaLAML6,0
CTV-1,cnaLAML7,0
CTV-1,cnaLAML8,0
GDM-1,cnaLAML1,0
GDM-1,cnaLAML2,0
GDM-1,cnaLAML3,0
GDM-1,cnaLAML4,0
GDM-1,cnaLAML5,0
GDM-1,cnaLAML6,0
GDM-1,cnaLAML7,0
GDM-1,cnaLAML8,1
HEL,cnaLAML1,0
HEL,cnaLAML2,0
HEL,cnaLAML3,0
HEL,cnaLAML4,0
HEL,cnaLAML5,0
HEL,cnaLAML6,0
HEL,cnaLAML7,0
HEL,cnaLAML8,0
HL-60,cnaLAML1,0
HL-60,cnaLAML2,0
HL-60,cnaLAML3,0
HL-60,cnaLAML4,0
HL-60,cnaLAML5,0
HL-60,cnaLAML6,0
HL-60,cnaLAML7,0
HL-60,cnaLAML8,0
KASUMI-1,cnaLAML1,0
KASUMI-1,cnaLAML2,0
KASUMI-1,cnaLAML3,0
KASUMI-1,cnaLAML4,0
KASUMI-1,cnaLAML5,0
KASUMI-1,cnaLAML6,0
KASUMI-1,cnaLAML7,0
KASUMI-1,cnaLAML8,0
KG-1,cnaLAML1,0
KG-1,cnaLAML2,0
KG-1,cnaLAML3,0
KG-1,cnaLAML4,0
KG-1,cnaLAML5,0
KG-1,cnaLAML6,0
KG-1,cnaLAML7,0
KG-1,cnaLAML8,0
KMOE-2,cnaLAML1,0
KMOE-2,cnaLAML2,0
KMOE-2,cnaLAML3,0
KMOE-2,cnaLAML4,0
KMOE-2,cnaLAML5,0
KMOE-2,cnaLAML6,0
KMOE-2,cnaLAML7,0
KMOE-2,cnaLAML8,0
KY821,cnaLAML1,0
KY821,cnaLAML2,0
KY821,cnaLAML3,0
KY821,cnaLAML4,0
KY821,cnaLAML5,0
KY821,cnaLAML6,0
KY821,cnaLAML7,0
KY821,cnaLAML8,0
ME-1,cnaLAML1,0
ME-1,cnaLAML2,0
ME-1,cnaLAML3,0
ME-1,cnaLAML4,0
ME-1,cnaLAML5,0
ME-1,cnaLAML6,0
ME-1,cnaLAML7,0
ME-1,cnaLAML8,0
ML-2,cnaLAML1,0
ML-2,cnaLAML2,0
ML-2,cnaLAML3,0
ML-2,cnaLAML4,0
ML-2,cnaLAML5,0
ML-2,cnaLAML6,0
ML-2,cnaLAML7,0
ML-2,cnaLAML8,0
MOLM-13,cnaLAML1,0
MOLM-13,cnaLAML2,0
MOLM-13,cnaLAML3,0
MOLM-13,cnaLAML4,0
MOLM-13,cnaLAML5,0
MOLM-13,cnaLAML6,0
MOLM-13,cnaLAML7,0
MOLM-13,cnaLAML8,0
MOLM-16,cnaLAML1,0
MOLM-16,cnaLAML2,0
MOLM-16,cnaLAML3,0
MOLM-16,cnaLAML4,0
MOLM-16,cnaLAML5,0
MOLM-16,cnaLAML6,0
MOLM-16,cnaLAML7,0
MOLM-16,cnaLAML8,0
MONO-MAC-6,cnaLAML1,0
MONO-MAC-6,cnaLAML2,0
MONO-MAC-6,cnaLAML3,0
MONO-MAC-6,cnaLAML4,0
MONO-MAC-6,cnaLAML5,0
MONO-MAC-6,cnaLAML6,0
MONO-MAC-6,cnaLAML7,0
MONO-MAC-6,cnaLAML8,0
NB4,cnaLAML1,0
NB4,cnaLAML2,0
NB4,cnaLAML3,0
NB4,cnaLAML4,0
NB4,cnaLAML5,0
NB4,cnaLAML6,0
NB4,cnaLAML7,0
NB4,cnaLAML8,0
NKM-1,cnaLAML1,0
NKM-1,cnaLAML2,0
NKM-1,cnaLAML3,0
NKM-1,cnaLAML4,0
NKM-1,cnaLAML5,0
NKM-1,cnaLAML6,0
NKM-1,cnaLAML7,0
NKM-1,cnaLAML8,0
NOMO-1,cnaLAML1,0
NOMO-1,cnaLAML2,0
NOMO-1,cnaLAML3,0
NOMO-1,cnaLAML4,0
NOMO-1,cnaLAML5,0
NOMO-1,cnaLAML6,1
NOMO-1,cnaLAML7,0
NOMO-1,cnaLAML8,0
OCI-AML2,cnaLAML1,0
OCI-AML2,cnaLAML2,0
OCI-AML2,cnaLAML3,0
OCI-AML2,cnaLAML4,0
OCI-AML2,cnaLAML5,0
OCI-AML2,cnaLAML6,0
OCI-AML2,cnaLAML7,0
OCI-AML2,cnaLAML8,0
OCI-AML3,cnaLAML1,0
OCI-AML3,cnaLAML2,0
OCI-AML3,cnaLAML3,0
OCI-AML3,cnaLAML4,0
OCI-AML3,cnaLAML5,0
OCI-AML3,cnaLAML6,0
OCI-AML3,cnaLAML7,0
OCI-AML3,cnaLAML8,0
OCI-AML5,cnaLAML1,0
OCI-AML5,cnaLAML2,0
OCI-AML5,cnaLAML3,0
OCI-AML5,cnaLAML4,0
OCI-AML5,cnaLAML5,0
OCI-AML5,cnaLAML6,0
OCI-AML5,cnaLAML7,0
OCI-AML5,cnaLAML8,0
OCI-M1,cnaLAML1,0
OCI-M1,cnaLAML2,0
OCI-M1,cnaLAML3,0
OCI-M1,cnaLAML4,0
OCI-M1,cnaLAML5,0
OCI-M1,cnaLAML6,0
OCI-M1,cnaLAML7,0
OCI-M1,cnaLAML8,0
P31-FUJ,cnaLAML1,0
P31-FUJ,cnaLAML2,0
P31-FUJ,cnaLAML3,0
P31-FUJ,cnaLAML4,0
P31-FUJ,cnaLAML5,0
P31-FUJ,cnaLAML6,0
P31-FUJ,cnaLAML7,0
P31-FUJ,cnaLAML8,1
PL-21,cnaLAML1,0
PL-21,cnaLAML2,0
PL-21,cnaLAML3,0
PL-21,cnaLAML4,0
PL-21,cnaLAML5,0
PL-21,cnaLAML6,0
PL-21,cnaLAML7,0
PL-21,cnaLAML8,0
QIMR-WIL,cnaLAML1,0
QIMR-WIL,cnaLAML2,0
QIMR-WIL,cnaLAML3,0
QIMR-WIL,cnaLAML4,0
QIMR-WIL,cnaLAML5,0
QIMR-WIL,cnaLAML6,0
QIMR-WIL,cnaLAML7,0
QIMR-WIL,cnaLAML8,0
SIG-M5,cnaLAML1,0
SIG-M5,cnaLAML2,0
SIG-M5,cnaLAML3,0
SIG-M5,cnaLAML4,0
SIG-M5,cnaLAML5,0
SIG-M5,cnaLAML6,0
SIG-M5,cnaLAML7,0
SIG-M5,cnaLAML8,0
THP-1,cnaLAML1,0
THP-1,cnaLAML2,0
THP-1,cnaLAML3,0
THP-1,cnaLAML4,0
THP-1,cnaLAML5,1
THP-1,cnaLAML6,0
THP-1,cnaLAML7,0
THP-1,cnaLAML8,0
